id,source,region,management,construction_year,status_group
51036,shallow well,Morogoro,vwc,2005,needs repair
62868,machine dbh,Ruvuma,vwc,1999,functional
57025,spring,Arusha,vwc,2011,functional
70603,machine dbh,Kilimanjaro,water authority,2012,functional
37194,rainwater harvesting,Manyara,vwc,2007,needs repair
9087,shallow well,Shinyanga,wug,0,needs repair
44735,machine dbh,Dodoma,vwc,0,needs repair
64845,spring,Ruvuma,vwc,1992,needs repair
60104,spring,Kigoma,vwc,1996,functional
56902,spring,Kilimanjaro,company,1979,needs repair
61740,river,Dar es Salaam,vwc,1970,needs repair
71296,spring,Morogoro,vwc,2006,needs repair
27721,spring,Kilimanjaro,company,2009,functional
63517,machine dbh,Pwani,vwc,2000,needs repair
39587,river,Pwani,private operator,2010,needs repair
72325,machine dbh,Dodoma,private operator,0,functional
18745,shallow well,Ruvuma,wug,2000,needs repair
36966,machine dbh,Pwani,wug,2008,needs repair
44301,shallow well,Ruvuma,wug,1995,functional
18255,spring,Kigoma,vwc,2010,needs repair
39113,machine dbh,Kigoma,vwc,1990,needs repair
3901,shallow well,Singida,vwc,1990,needs repair
55523,shallow well,Morogoro,vwc,2010,needs repair
4040,rainwater harvesting,Kagera,other,0,functional
72751,machine dbh,Morogoro,private operator,2009,functional
48575,machine dbh,Kilimanjaro,water board,2008,functional
29877,machine dbh,Morogoro,vwc,2008,needs repair
18383,shallow well,Ruvuma,wug,2003,functional
62681,machine dbh,Mwanza,vwc,0,functional
66480,shallow well,Lindi,vwc,1980,needs repair
34922,machine dbh,Arusha,water board,2010,needs repair
50485,river,Morogoro,vwc,2010,functional
32459,machine dbh,Mtwara,vwc,2012,needs repair
12493,shallow well,Tabora,vwc,0,needs repair
27529,shallow well,Kagera,vwc,0,needs repair
1498,shallow well,Ruvuma,vwc,2007,needs repair
10721,spring,Iringa,vwc,2004,functional
45259,dam,Tabora,vwc,0,needs repair
62785,river,Pwani,wua,2003,functional
14150,spring,Iringa,vwc,1999,functional
25198,shallow well,Shinyanga,wug,0,functional
31384,river,Iringa,vwc,2004,functional
55735,river,Ruvuma,unknown,1986,needs repair
36624,machine dbh,Dar es Salaam,vwc,1980,needs repair
54424,shallow well,Mwanza,vwc,0,functional
26199,machine dbh,Iringa,vwc,1990,functional
67926,shallow well,Morogoro,unknown,1982,functional
62916,river,Morogoro,company,1998,functional
42831,spring,Kilimanjaro,water board,1999,functional
50466,river,Morogoro,vwc,1982,needs repair
23028,machine dbh,Dodoma,vwc,0,needs repair
55584,shallow well,Shinyanga,wug,0,functional
53143,shallow well,Tabora,vwc,0,functional
68755,spring,Iringa,vwc,1998,functional
39500,machine dbh,Pwani,vwc,1972,needs repair
6724,river,Ruvuma,vwc,1990,needs repair
71930,shallow well,Kigoma,vwc,2005,needs repair
52487,machine dbh,Mwanza,vwc,0,needs repair
47523,river,Manyara,vwc,2010,needs repair
8025,machine dbh,Dodoma,vwc,0,functional
2976,shallow well,Kagera,wug,0,functional
62159,spring,Iringa,wua,2008,functional
38469,river,Iringa,wua,1978,functional
61024,machine dbh,Lindi,vwc,1982,needs repair
72504,rainwater harvesting,Kigoma,unknown,2011,needs repair
38575,shallow well,Kilimanjaro,vwc,2010,functional
47272,spring,Iringa,vwc,1988,functional
20004,river,Mbeya,vwc,0,functional
64839,spring,Mbeya,water authority,0,needs repair
5906,spring,Kagera,vwc,0,functional
62089,river,Iringa,vwc,2004,functional
65737,hand dtw,Iringa,vwc,2010,needs repair
65096,spring,Kilimanjaro,vwc,1996,needs repair
3752,rainwater harvesting,Arusha,wua,2009,functional
17500,spring,Ruvuma,vwc,2012,functional
33623,shallow well,Pwani,vwc,2009,needs repair
24738,river,Kigoma,water board,1985,functional
11591,spring,Kagera,vwc,0,functional
69292,shallow well,Mtwara,vwc,1975,needs repair
60773,machine dbh,Dar es Salaam,private operator,2010,functional
8184,machine dbh,Pwani,vwc,2003,functional
71023,spring,Mwanza,vwc,0,functional
45877,spring,Mbeya,vwc,0,functional
63475,shallow well,Lindi,vwc,1977,needs repair
48018,river,Kigoma,parastatal,2009,functional
54314,shallow well,Mwanza,vwc,0,functional
7540,shallow well,Tabora,vwc,0,needs repair
9301,river,Rukwa,vwc,2008,needs repair
16412,river,Pwani,wua,2003,functional
55559,spring,Kigoma,vwc,2006,functional
13682,rainwater harvesting,Kigoma,vwc,2007,functional
6545,spring,Arusha,vwc,1978,functional
30984,spring,Kilimanjaro,vwc,1974,functional
4170,unknown,Kigoma,unknown,0,functional
18812,shallow well,Ruvuma,parastatal,2007,functional
41372,shallow well,Shinyanga,wug,0,functional
19128,shallow well,Mbeya,vwc,0,functional
20364,river,Mbeya,private operator,0,needs repair
22447,river,Kigoma,water board,1984,functional
40939,river,Arusha,vwc,2002,functional
57219,machine dbh,Pwani,private operator,2008,functional
5435,shallow well,Tabora,vwc,0,functional
65453,shallow well,Morogoro,vwc,1977,functional
58502,shallow well,Mara,wug,1999,functional
35212,shallow well,Mwanza,vwc,0,needs repair
59616,spring,Iringa,vwc,1997,functional
53936,river,Mbeya,water board,0,needs repair
12907,river,Mbeya,wua,0,needs repair
72332,spring,Kilimanjaro,water board,1999,functional
8861,river,Iringa,wua,1978,functional
48086,shallow well,Shinyanga,wug,2006,needs repair
24283,spring,Mbeya,vwc,0,functional
58788,machine dbh,Rukwa,water authority,1982,needs repair
73179,rainwater harvesting,Kigoma,private operator,1968,functional
65314,shallow well,Rukwa,vwc,1995,functional
21219,spring,Kilimanjaro,water board,2008,functional
70051,shallow well,Mbeya,vwc,0,functional
43984,dam,Dodoma,vwc,0,needs repair
52706,shallow well,Pwani,vwc,2005,needs repair
50035,spring,Tanga,private operator,2005,functional
66559,spring,Iringa,vwc,2010,functional
43188,shallow well,Morogoro,vwc,1985,functional
39923,river,Kilimanjaro,vwc,2011,functional
72910,spring,Iringa,wua,1992,functional
25074,river,Rukwa,vwc,1983,functional
12308,river,Kigoma,water board,2001,needs repair
57958,shallow well,Kigoma,vwc,2008,functional
27409,spring,Iringa,vwc,2006,functional
10092,spring,Kilimanjaro,company,1980,functional
62986,machine dbh,Kigoma,vwc,2007,needs repair
21379,spring,Tanga,vwc,1985,functional
53802,shallow well,Ruvuma,wug,2000,needs repair
69344,river,Rukwa,vwc,1993,needs repair
15104,shallow well,Mwanza,vwc,0,needs repair
4661,machine dbh,Rukwa,vwc,1984,functional
62326,shallow well,Morogoro,vwc,2010,needs repair
59816,river,Arusha,vwc,2005,functional
40149,machine dbh,Lindi,vwc,1979,needs repair
41946,machine dbh,Dodoma,vwc,0,needs repair
41737,shallow well,Morogoro,vwc,1997,needs repair
52821,machine dbh,Mtwara,vwc,2005,needs repair
71253,machine dbh,Mtwara,vwc,1982,needs repair
66918,machine dbh,Tanga,water authority,1966,needs repair
69762,machine dbh,Shinyanga,wug,0,functional
8192,machine dbh,Singida,vwc,2002,functional
72311,spring,Arusha,vwc,1991,functional
10118,river,Morogoro,vwc,2006,functional
64433,shallow well,Singida,vwc,1980,functional
43611,machine dbh,Mbeya,vwc,0,needs repair
68076,shallow well,Shinyanga,wug,0,needs repair
37293,shallow well,Mwanza,vwc,0,needs repair
66237,spring,Kagera,vwc,0,functional
9735,lake,Mwanza,vwc,0,functional
74171,machine dbh,Mtwara,vwc,1982,needs repair
21123,machine dbh,Dodoma,vwc,0,needs repair
61721,spring,Mbeya,vwc,0,functional
55962,shallow well,Lindi,vwc,2010,needs repair
15719,spring,Mbeya,vwc,0,needs repair
39618,shallow well,Tabora,vwc,0,needs repair
53163,machine dbh,Kigoma,water authority,2009,functional
14335,machine dbh,Mara,vwc,1999,functional
4985,spring,Ruvuma,wug,2005,functional
40545,spring,Manyara,water board,1998,functional
52169,spring,Arusha,vwc,1980,functional
59466,other,Tanga,vwc,2008,needs repair
66117,machine dbh,Mara,vwc,2011,functional
46647,river,Pwani,vwc,1988,needs repair
4319,shallow well,Morogoro,vwc,1995,functional
27521,river,Iringa,wua,1993,functional
20961,river,Kilimanjaro,other,0,needs repair
45118,machine dbh,Mwanza,vwc,0,functional
25306,river,Arusha,vwc,2009,functional
57596,river,Iringa,wua,1993,functional
47411,spring,Iringa,wua,2011,functional
72941,spring,Kagera,vwc,0,needs repair
1820,river,Mbeya,vwc,0,needs repair
34618,machine dbh,Tabora,vwc,0,functional
37634,machine dbh,Rukwa,vwc,1985,functional
28071,shallow well,Shinyanga,wug,0,functional
46028,machine dbh,Dodoma,vwc,0,functional
32348,hand dtw,Kagera,wug,0,needs repair
69073,spring,Arusha,wua,1968,functional
6827,shallow well,Shinyanga,vwc,0,needs repair
13155,shallow well,Mwanza,vwc,0,functional
5462,shallow well,Mara,other,2009,functional
64427,spring,Iringa,company,0,functional
41342,machine dbh,Dar es Salaam,private operator,2010,functional
29476,machine dbh,Singida,vwc,1960,needs repair
63361,spring,Tanga,vwc,1978,functional
49629,rainwater harvesting,Mwanza,vwc,0,functional
10794,spring,Iringa,vwc,1989,functional
1532,machine dbh,Singida,vwc,2010,needs repair
35073,shallow well,Dodoma,vwc,0,needs repair
284,machine dbh,Mtwara,vwc,1988,needs repair
41371,river,Arusha,vwc,2009,functional
63080,shallow well,Iringa,vwc,0,functional
55592,shallow well,Mara,other,2003,functional
29401,shallow well,Mbeya,vwc,0,functional
56121,river,Morogoro,vwc,2010,functional
39164,machine dbh,Rukwa,vwc,1986,functional
28744,machine dbh,Rukwa,vwc,1985,functional
12041,machine dbh,Singida,vwc,2008,needs repair
30540,rainwater harvesting,Dodoma,vwc,0,needs repair
51500,spring,Iringa,vwc,1987,functional
12807,shallow well,Kigoma,vwc,1996,functional
51994,machine dbh,Mwanza,vwc,0,needs repair
13052,shallow well,Tanga,vwc,2010,needs repair
47079,spring,Iringa,vwc,1986,functional
36346,shallow well,Mara,wug,1998,needs repair
1009,rainwater harvesting,Arusha,parastatal,0,functional
38703,dam,Ruvuma,vwc,1990,functional
68262,spring,Iringa,vwc,1986,functional
34589,machine dbh,Lindi,vwc,1976,functional
5622,shallow well,Shinyanga,wug,0,functional
55699,rainwater harvesting,Iringa,vwc,1992,needs repair
71578,spring,Mbeya,vwc,0,needs repair
26454,spring,Iringa,vwc,2002,functional
14903,dam,Mwanza,vwc,0,functional
66756,river,Morogoro,vwc,2007,functional
49073,spring,Iringa,vwc,1984,needs repair
58270,shallow well,Tabora,vwc,0,needs repair
42417,machine dbh,Shinyanga,vwc,0,needs repair
19524,spring,Mara,vwc,2008,functional
65173,shallow well,Shinyanga,unknown,0,functional
37391,spring,Mbeya,vwc,0,functional
22719,machine dbh,Dodoma,private operator,0,needs repair
29228,river,Mbeya,vwc,0,functional
35856,shallow well,Singida,vwc,1990,needs repair
49007,lake,Shinyanga,wua,0,needs repair
6957,shallow well,Singida,vwc,1990,needs repair
1463,spring,Arusha,wua,1998,functional
13303,shallow well,Tabora,private operator,0,needs repair
44773,machine dbh,Mara,vwc,2012,needs repair
3279,shallow well,Kagera,vwc,0,functional
47813,hand dtw,Rukwa,water authority,1989,needs repair
11378,spring,Manyara,vwc,1975,functional
67584,spring,Manyara,vwc,2011,functional
54994,spring,Mbeya,water authority,0,functional
45036,dam,Singida,vwc,2008,functional
68394,shallow well,Mtwara,vwc,2008,needs repair
24138,machine dbh,Dodoma,vwc,0,functional
15603,machine dbh,Arusha,vwc,2005,needs repair
57808,machine dbh,Dodoma,vwc,0,needs repair
61624,shallow well,Mara,vwc,1993,functional
8022,spring,Iringa,vwc,1997,functional
4879,lake,Mara,vwc,1978,needs repair
12053,machine dbh,Arusha,water board,2000,functional
3094,spring,Kilimanjaro,vwc,2009,functional
53782,spring,Tanga,vwc,1963,functional
55009,lake,Mwanza,vwc,1974,needs repair
52000,spring,Kilimanjaro,vwc,2002,functional
45173,spring,Kilimanjaro,water board,2013,functional
26545,machine dbh,Dodoma,private operator,0,needs repair
64444,river,Arusha,vwc,1998,functional
15027,hand dtw,Mara,vwc,2000,needs repair
11876,shallow well,Shinyanga,wug,0,needs repair
47857,river,Mbeya,vwc,0,needs repair
53473,river,Mbeya,vwc,0,functional
61926,shallow well,Shinyanga,wug,0,functional
50242,spring,Kilimanjaro,water board,2006,functional
69156,machine dbh,Mtwara,vwc,1986,needs repair
1664,lake,Mwanza,vwc,0,needs repair
1758,river,Shinyanga,wug,0,needs repair
50603,river,Morogoro,vwc,2010,functional
17461,machine dbh,Manyara,water authority,2012,functional
12374,machine dbh,Lindi,vwc,1982,needs repair
31453,spring,Rukwa,vwc,1974,needs repair
55912,spring,Kagera,vwc,0,functional
17099,shallow well,Rukwa,vwc,1987,needs repair
5803,machine dbh,Rukwa,water authority,1983,needs repair
71986,spring,Iringa,vwc,1995,functional
1710,machine dbh,Mwanza,vwc,2011,needs repair
23308,spring,Kagera,vwc,0,functional
54850,spring,Ruvuma,vwc,1994,needs repair
56788,river,Mbeya,vwc,0,functional
57053,spring,Mbeya,vwc,0,needs repair
27166,river,Mbeya,wua,0,needs repair
23785,river,Kigoma,water board,2006,needs repair
62225,spring,Tanga,vwc,1985,functional
21146,machine dbh,Rukwa,vwc,2003,functional
25326,shallow well,Pwani,private operator,2009,functional
11882,shallow well,Tabora,vwc,0,functional
41896,river,Tanga,vwc,2009,needs repair
41358,lake,Mara,vwc,1972,functional
9029,river,Dar es Salaam,vwc,2010,functional
53492,shallow well,Shinyanga,wug,0,functional
70876,shallow well,Ruvuma,vwc,1998,needs repair
10377,river,Dar es Salaam,vwc,1990,needs repair
70491,spring,Arusha,vwc,1999,needs repair
64636,river,Kilimanjaro,other,0,needs repair
19702,machine dbh,Tabora,vwc,0,needs repair
17839,river,Mbeya,wug,0,needs repair
59699,spring,Kagera,vwc,0,needs repair
69059,shallow well,Kagera,wua,0,functional
51800,spring,Kilimanjaro,vwc,1974,functional
18914,spring,Iringa,vwc,1988,functional
41701,spring,Kilimanjaro,water authority,2008,needs repair
63380,river,Iringa,wua,1984,needs repair
8923,spring,Dodoma,vwc,0,functional
28392,spring,Kilimanjaro,water board,1999,functional
20110,spring,Iringa,vwc,2002,functional
32475,river,Kilimanjaro,vwc,2010,functional
72824,spring,Kilimanjaro,vwc,2000,needs repair
69258,river,Morogoro,wug,2011,functional
25580,river,Rukwa,vwc,2008,functional
6469,lake,Mwanza,vwc,0,functional
38526,river,Iringa,vwc,1984,functional
30680,river,Morogoro,vwc,1973,needs repair
36439,shallow well,Shinyanga,wug,2006,functional
38530,spring,Kilimanjaro,vwc,1972,needs repair
47780,spring,Tanga,vwc,1999,needs repair
32529,spring,Kagera,vwc,0,needs repair
61025,rainwater harvesting,Tabora,vwc,0,functional
13286,shallow well,Mtwara,vwc,2008,needs repair
8791,hand dtw,Mara,other,2011,functional
5425,spring,Mbeya,vwc,0,needs repair
10806,machine dbh,Manyara,wug,2003,needs repair
39309,spring,Kagera,vwc,0,needs repair
50792,shallow well,Mwanza,vwc,0,functional
753,machine dbh,Ruvuma,vwc,1985,needs repair
31055,spring,Kagera,vwc,0,needs repair
21480,spring,Iringa,vwc,2010,functional
36039,river,Morogoro,vwc,1974,needs repair
65172,lake,Mara,parastatal,1975,needs repair
40048,river,Tanga,vwc,2006,functional
26133,machine dbh,Singida,vwc,1990,functional
56857,shallow well,Shinyanga,wug,0,functional
3044,shallow well,Mwanza,vwc,0,functional
45269,shallow well,Pwani,vwc,0,needs repair
23057,spring,Iringa,vwc,2008,functional
29668,rainwater harvesting,Kagera,vwc,0,functional
51802,shallow well,Mara,other,2005,functional
33273,spring,Mara,wug,2011,functional
8798,machine dbh,Arusha,unknown,2012,needs repair
56677,shallow well,Mwanza,vwc,2000,functional
28188,spring,Kilimanjaro,vwc,2012,needs repair
21493,river,Iringa,wua,2010,needs repair
1449,machine dbh,Singida,vwc,2010,needs repair
71472,river,Kilimanjaro,water board,2007,functional
45058,spring,Kigoma,vwc,2009,needs repair
11484,spring,Kilimanjaro,water board,2011,functional
20514,spring,Kilimanjaro,vwc,1976,needs repair
40725,shallow well,Shinyanga,wug,0,needs repair
62500,spring,Tanga,vwc,1985,functional
72080,machine dbh,Tabora,vwc,0,needs repair
16278,shallow well,Morogoro,vwc,1979,needs repair
637,shallow well,Dodoma,vwc,0,functional
13650,spring,Tanga,vwc,2008,needs repair
60942,river,Tanga,vwc,2006,functional
8858,river,Morogoro,vwc,1980,functional
55267,spring,Iringa,vwc,1982,functional
37999,spring,Mbeya,vwc,0,needs repair
9666,spring,Arusha,vwc,1980,needs repair
24843,machine dbh,Dodoma,vwc,0,needs repair
27370,shallow well,Rukwa,vwc,2006,functional
71246,spring,Manyara,vwc,2009,needs repair
58662,spring,Arusha,vwc,2000,needs repair
63827,shallow well,Mtwara,vwc,1974,needs repair
28256,river,Mbeya,vwc,0,functional
5837,spring,Mbeya,vwc,0,functional
30937,spring,Arusha,vwc,1998,functional
54864,hand dtw,Iringa,vwc,2007,needs repair
3277,spring,Iringa,wua,2009,needs repair
49701,machine dbh,Kilimanjaro,water board,2008,functional
18217,shallow well,Mwanza,vwc,0,functional
73189,river,Morogoro,vwc,1995,needs repair
43279,river,Pwani,parastatal,2003,functional
53207,spring,Kigoma,vwc,2000,functional
3510,machine dbh,Arusha,water board,2000,functional
36615,river,Arusha,vwc,0,functional
46037,river,Kigoma,vwc,1982,needs repair
55750,shallow well,Tabora,vwc,0,needs repair
4346,machine dbh,Iringa,vwc,1997,functional
41888,hand dtw,Dar es Salaam,parastatal,2000,functional
4429,rainwater harvesting,Kigoma,vwc,2008,functional
20509,spring,Iringa,vwc,2009,functional
15915,shallow well,Lindi,vwc,1985,needs repair
26219,spring,Arusha,vwc,1989,functional
9690,shallow well,Tanga,vwc,0,needs repair
16112,river,Pwani,parastatal,2008,needs repair
68441,shallow well,Mwanza,vwc,0,needs repair
67036,spring,Iringa,vwc,2008,functional
42591,spring,Kilimanjaro,water board,2009,functional
51898,shallow well,Mwanza,vwc,0,needs repair
14015,spring,Arusha,vwc,1963,functional
10693,river,Kilimanjaro,water board,1995,functional
36980,spring,Iringa,vwc,1964,needs repair
3096,shallow well,Shinyanga,wug,0,needs repair
67911,shallow well,Tanga,vwc,1989,needs repair
64990,shallow well,Singida,vwc,1994,needs repair
63759,spring,Kilimanjaro,wua,2007,functional
3692,spring,Iringa,vwc,0,functional
60213,shallow well,Morogoro,vwc,1996,needs repair
11848,spring,Iringa,vwc,1986,needs repair
23233,spring,Arusha,vwc,1982,functional
70,shallow well,Mbeya,vwc,0,needs repair
6507,river,Iringa,vwc,2008,functional
19501,machine dbh,Dar es Salaam,other - school,2000,needs repair
24778,shallow well,Morogoro,vwc,2004,needs repair
18998,shallow well,Shinyanga,private operator,0,needs repair
45337,machine dbh,Ruvuma,vwc,0,needs repair
37963,shallow well,Shinyanga,wug,0,needs repair
12901,shallow well,Pwani,vwc,2005,needs repair
72217,rainwater harvesting,Dodoma,vwc,0,functional
361,river,Morogoro,vwc,2010,functional
38747,machine dbh,Singida,wua,2011,functional
48529,machine dbh,Arusha,water authority,2003,functional
51902,river,Kigoma,water board,1988,functional
58359,machine dbh,Manyara,water authority,2012,functional
59873,machine dbh,Dodoma,vwc,0,needs repair
42892,machine dbh,Iringa,vwc,2006,needs repair
17988,machine dbh,Mtwara,vwc,2004,needs repair
15102,spring,Kilimanjaro,wua,2007,functional
42282,hand dtw,Iringa,vwc,2000,functional
11526,spring,Kilimanjaro,water board,1995,functional
50827,shallow well,Shinyanga,wug,0,functional
8978,river,Arusha,vwc,2002,functional
54687,spring,Kilimanjaro,water board,2008,functional
26790,river,Kigoma,vwc,1979,functional
8696,machine dbh,Mwanza,vwc,0,needs repair
40715,shallow well,Mwanza,vwc,0,functional
26589,spring,Kagera,vwc,0,functional
7887,shallow well,Tabora,vwc,0,functional
9507,shallow well,Singida,vwc,1990,functional
23667,shallow well,Mwanza,vwc,0,functional
72197,spring,Mbeya,vwc,0,functional
46645,spring,Mtwara,vwc,2004,functional
52413,hand dtw,Iringa,vwc,2010,needs repair
61048,spring,Iringa,vwc,2006,functional
9597,machine dbh,Pwani,private operator,2009,functional
21110,rainwater harvesting,Kagera,other,0,functional
58477,shallow well,Morogoro,vwc,2009,needs repair
34407,shallow well,Shinyanga,wug,1996,needs repair
12445,spring,Kagera,vwc,0,needs repair
41212,spring,Kilimanjaro,water board,2008,functional
60620,shallow well,Shinyanga,wug,0,functional
36150,machine dbh,Dar es Salaam,private operator,2000,functional
57296,river,Kigoma,vwc,1991,functional
32341,machine dbh,Tabora,vwc,0,needs repair
58023,spring,Mbeya,vwc,0,functional
68184,river,Tanga,vwc,2009,needs repair
49287,spring,Manyara,vwc,1980,needs repair
59258,shallow well,Tanga,vwc,2001,needs repair
25684,hand dtw,Kagera,vwc,0,needs repair
63203,spring,Arusha,vwc,1970,functional
207,spring,Kagera,vwc,0,functional
49762,spring,Iringa,vwc,1999,needs repair
7204,spring,Mbeya,vwc,0,needs repair
73671,river,Mbeya,vwc,0,needs repair
56855,spring,Kilimanjaro,vwc,1978,needs repair
64281,river,Mbeya,vwc,0,functional
20330,shallow well,Kagera,vwc,0,functional
62548,river,Mbeya,vwc,0,needs repair
64100,spring,Kilimanjaro,vwc,1975,needs repair
19924,shallow well,Mwanza,vwc,1993,needs repair
35045,spring,Rukwa,vwc,2008,functional
62295,spring,Kigoma,vwc,2000,functional
34830,machine dbh,Mwanza,vwc,0,functional
69363,shallow well,Mara,other,2006,functional
58429,spring,Kilimanjaro,company,1980,needs repair
33041,shallow well,Mara,wug,2006,needs repair
9509,spring,Iringa,vwc,2000,needs repair
48406,rainwater harvesting,Arusha,vwc,2000,needs repair
13748,machine dbh,Singida,wug,2006,functional
18840,rainwater harvesting,Arusha,parastatal,2012,functional
52680,spring,Mwanza,vwc,0,functional
19792,shallow well,Shinyanga,unknown,0,needs repair
11945,shallow well,Singida,vwc,1980,needs repair
46812,spring,Mbeya,vwc,0,needs repair
39428,shallow well,Mwanza,vwc,0,functional
15261,river,Kagera,vwc,0,functional
29554,shallow well,Mbeya,vwc,0,needs repair
47434,spring,Kilimanjaro,vwc,2010,functional
65336,machine dbh,Mara,other,2004,functional
9388,spring,Iringa,vwc,2000,functional
55960,machine dbh,Mtwara,trust,1977,needs repair
22649,hand dtw,Shinyanga,wug,0,needs repair
49967,machine dbh,Tanga,vwc,2009,functional
50514,river,Morogoro,wug,1997,functional
64764,machine dbh,Singida,other,2002,functional
24982,spring,Iringa,vwc,2001,functional
12648,shallow well,Kagera,vwc,0,functional
40573,lake,Mwanza,vwc,1972,needs repair
3016,shallow well,Pwani,vwc,0,needs repair
65754,shallow well,Mtwara,vwc,1972,functional
49721,shallow well,Lindi,vwc,1975,needs repair
14933,shallow well,Pwani,private operator,2009,functional
43000,spring,Iringa,vwc,1991,needs repair
64419,spring,Iringa,wua,0,functional
10320,dam,Tabora,vwc,0,needs repair
59826,shallow well,Tabora,other,0,needs repair
49877,spring,Iringa,wua,2005,functional
8716,shallow well,Mwanza,vwc,0,needs repair
29409,spring,Kagera,vwc,0,functional
36569,machine dbh,Mbeya,vwc,0,functional
11363,river,Kagera,vwc,0,functional
18542,machine dbh,Rukwa,vwc,1985,needs repair
29482,spring,Iringa,vwc,0,functional
51576,shallow well,Ruvuma,wug,2011,functional
11126,shallow well,Tabora,vwc,0,needs repair
15376,shallow well,Manyara,vwc,1991,needs repair
10884,shallow well,Singida,vwc,2003,needs repair
23122,rainwater harvesting,Shinyanga,parastatal,0,functional
6057,rainwater harvesting,Pwani,parastatal,2007,functional
58448,spring,Tanga,vwc,1985,functional
23011,spring,Kagera,vwc,0,needs repair
7862,machine dbh,Singida,vwc,1970,needs repair
5965,machine dbh,Tabora,vwc,0,functional
66228,machine dbh,Shinyanga,parastatal,0,needs repair
39690,spring,Kilimanjaro,vwc,2005,functional
61920,shallow well,Lindi,vwc,1986,needs repair
51999,river,Pwani,company,1976,functional
13878,machine dbh,Dodoma,vwc,0,functional
71713,spring,Iringa,vwc,2007,functional
32055,shallow well,Mwanza,vwc,0,functional
26526,shallow well,Tanga,vwc,1982,needs repair
11691,shallow well,Shinyanga,wug,0,functional
24921,shallow well,Shinyanga,wug,0,needs repair
58073,river,Arusha,vwc,2002,needs repair
42726,shallow well,Tanga,vwc,1995,needs repair
12057,rainwater harvesting,Shinyanga,parastatal,0,needs repair
9755,machine dbh,Singida,vwc,1970,needs repair
32652,shallow well,Kigoma,vwc,2005,functional
19458,spring,Kilimanjaro,water board,2002,functional
47214,river,Kigoma,wug,2005,needs repair
24115,shallow well,Morogoro,other,2007,needs repair
53472,shallow well,Pwani,vwc,2003,functional
65572,rainwater harvesting,Shinyanga,parastatal,0,functional
13467,spring,Morogoro,water authority,2006,needs repair
40774,rainwater harvesting,Manyara,vwc,2006,needs repair
55263,spring,Iringa,vwc,2007,functional
35076,river,Mbeya,vwc,0,needs repair
62085,river,Morogoro,vwc,1988,needs repair
71364,spring,Kilimanjaro,vwc,0,needs repair
65850,river,Pwani,vwc,1987,needs repair
5035,river,Kigoma,vwc,2008,needs repair
61424,rainwater harvesting,Mara,other,2009,functional
56707,shallow well,Mbeya,vwc,0,needs repair
48605,hand dtw,Rukwa,water authority,1981,needs repair
58057,shallow well,Mtwara,vwc,1984,needs repair
59008,shallow well,Mara,private operator,2000,functional
64476,other,Tanga,vwc,2007,functional
18143,shallow well,Morogoro,vwc,2009,functional
9324,spring,Iringa,wua,2005,functional
40742,machine dbh,Dodoma,vwc,0,needs repair
36693,river,Pwani,vwc,1992,needs repair
57603,spring,Kagera,vwc,0,needs repair
45665,machine dbh,Manyara,vwc,2001,needs repair
38196,rainwater harvesting,Arusha,parastatal,2011,needs repair
50814,spring,Arusha,vwc,2006,functional
6513,spring,Iringa,vwc,1976,functional
24023,spring,Kilimanjaro,wua,2001,functional
70791,river,Iringa,wua,2009,functional
6879,spring,Tanga,vwc,1971,functional
34899,machine dbh,Kigoma,water authority,2009,functional
13664,shallow well,Shinyanga,wug,0,needs repair
31198,shallow well,Mbeya,vwc,0,functional
36784,lake,Shinyanga,vwc,0,functional
41051,river,Kigoma,vwc,1985,needs repair
20779,shallow well,Kigoma,vwc,2011,functional
70280,river,Mbeya,vwc,0,needs repair
38988,spring,Mbeya,vwc,0,needs repair
33839,spring,Iringa,vwc,2003,functional
51209,shallow well,Morogoro,vwc,1990,needs repair
53379,shallow well,Pwani,wug,1978,functional
58975,river,Kigoma,vwc,1982,needs repair
12564,river,Kilimanjaro,vwc,1995,needs repair
60311,shallow well,Tabora,vwc,0,functional
69335,rainwater harvesting,Kagera,vwc,0,needs repair
5054,shallow well,Tanga,vwc,1991,needs repair
5537,shallow well,Mara,unknown,1995,needs repair
21024,river,Iringa,vwc,1984,functional
59546,machine dbh,Tabora,vwc,0,functional
35849,shallow well,Shinyanga,vwc,0,functional
20762,machine dbh,Mtwara,vwc,2012,needs repair
62467,spring,Iringa,vwc,2004,functional
5871,rainwater harvesting,Arusha,vwc,2000,functional
41193,machine dbh,Kigoma,vwc,2010,needs repair
9506,shallow well,Shinyanga,wug,0,needs repair
54387,shallow well,Mwanza,vwc,0,needs repair
46036,spring,Kagera,vwc,0,needs repair
40094,spring,Arusha,vwc,1988,functional
45681,spring,Kagera,vwc,0,needs repair
53683,river,Ruvuma,vwc,2009,functional
60989,machine dbh,Singida,vwc,2004,functional
21236,machine dbh,Mtwara,vwc,2009,functional
62546,machine dbh,Manyara,vwc,2008,functional
19572,spring,Arusha,wug,2009,needs repair
46252,river,Kigoma,vwc,2003,needs repair
55225,river,Arusha,vwc,2009,needs repair
2377,spring,Iringa,vwc,2007,functional
10702,shallow well,Ruvuma,wug,2011,needs repair
567,spring,Rukwa,vwc,2002,functional
38945,rainwater harvesting,Kigoma,vwc,2009,functional
3645,spring,Iringa,wua,1988,functional
51666,river,Kagera,vwc,0,needs repair
7689,river,Rukwa,vwc,1979,needs repair
